InventoryID,Description,Live Description,Current ItemClass,Live ItemClass,Proposed ItemClass,Warehouses,QtyOnHand Status,Current Vendor,Proposed VendorID,Proposed VendorName,Vendor Confidence,Vendor Match Reason,Spreadsheet VendorID,API Status,AuditStatus
78955-SS,Delta Tetra Tissue Holder - Stainless,Delta Tetra Tissue Holder - Stainless,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1; PROVO SHOWROOM=0; SALT LAKE HARDWARE=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
7904CPBNL,Water Street Brass Kenwood 18 in Pull - Coined - Polished No Lacquer,Water Street Brass Kenwood 18 in Pull - Coined - Polished No Lacquer,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000700 Water Street Brass,BA0000700,Water Street Brass,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000700.,,FOUND,UNKNOWN_ITEM_CLASS
82392-PC,"Brizo Universal Showering 5"" Linear Round Single Function Wall Mount Showerhead - Polished Chrome","Brizo Universal Showering 5"" Linear Round Single Function Wall Mount Showerhead - Polished Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
83030892-99,Tara Towel Bar - Brushed Dark Platinum,Tara Towel Bar - Brushed Dark Platinum,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000715,Dornbracht GmbH & Co. KG,MEDIUM,brand-token TARA suggests BA0000715 in 12/12 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
87435-NK-2.5,"Brizo Litze 8” H2OKinetic Round Multi Function Wall Mount Showerhead, 2.5 GPM - Luxe Nickel","Brizo Litze 8” H2OKinetic Round Multi Function Wall Mount Showerhead, 2.5 GPM - Luxe Nickel",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
8CB-250L-SL-L,Brizo Bilateral Square Elemental Experience - Lumicoat Luxe Steel,Brizo Bilateral Square Elemental Experience - Lumicoat Luxe Steel,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
910-4261-034,"Newport Brass Astor Exposed Tub And Hand Shower Set, Free Standing - Aged Brass","Newport Brass Astor Exposed Tub And Hand Shower Set, Free Standing - Aged Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
9107-60-BBU,"California Faucets Curved Shower Arm, Line Base - Burnished Brass","California Faucets Curved Shower Arm, Line Base - Burnished Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
9126-45-BBU,"California Faucets Rincon Bay Wall Mounted Handshower Kit, Concave Base - Burnished Brass","California Faucets Rincon Bay Wall Mounted Handshower Kit, Concave Base - Burnished Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
9127-38-ANF,"California Faucets San Elijo Slide Bar Handshower Kit, Lever Handle with Round Base - Antique Nickel Flat","California Faucets San Elijo Slide Bar Handshower Kit, Lever Handle with Round Base - Antique Nickel Flat",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
990-1200-26,"Newport Brass East Linear 8"" Towel Bar - Polished Chrome","Newport Brass East Linear 8"" Towel Bar - Polished Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
990-1570-26,Newport Brass East Linear Open Toilet Tissue Holder - Polished Chrome,Newport Brass East Linear Open Toilet Tissue Holder - Polished Chrome,PLUMB-LOT,PLUMB-LOT,,PROVO SHOWROOM=0; SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
990-1650-26,Newport Brass East Linear Single Robe Hook - Polished Chrome,Newport Brass East Linear Single Robe Hook - Polished Chrome,PLUMB-LOT,PLUMB-LOT,,SALT LAKE SHOWROOM=0; SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
990L-06,East Linear Widespread Lavatory Faucet - Antique Brass,East Linear Widespread Lavatory Faucet - Antique Brass,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000714,Delta Faucet Company,MEDIUM,brand-token EAST suggests BA0000714 in 20/20 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
AKIT8073XMULB,"Rohl San Giovanni Handshower Set With 21"" Slide Bar and Single Function Handshower - Unlacquered Brass","Rohl San Giovanni Handshower Set With 21"" Slide Bar and Single Function Handshower - Unlacquered Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000007 Rohl, LLC",BA0000007,"Rohl, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000007.,,FOUND,UNKNOWN_ITEM_CLASS
AM08D3IWPN,Rohl Amahle® Widespread Lavatory Faucet With C-Spout - Polished Nickel,Rohl Amahle® Widespread Lavatory Faucet With C-Spout - Polished Nickel,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000007 Rohl, LLC",BA0000007,"Rohl, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000007.,,FOUND,UNKNOWN_ITEM_CLASS
AP09D3XMULB,Rohl Apothecary Widespread Lavatory Faucet With U-Spout - Unlacquered Brass,Rohl Apothecary Widespread Lavatory Faucet With U-Spout - Unlacquered Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000007 Rohl, LLC",BA0000007,"Rohl, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000007.,,FOUND,UNKNOWN_ITEM_CLASS
AP16W1STN,Rohl Apothecary™ Wall Mount Tub Spout - Satin Nickel,Rohl Apothecary™ Wall Mount Tub Spout - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,"BA0000007 Rohl, LLC",BA0000007,"Rohl, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000007.,,FOUND,SKIP_QTY_ON_HAND
AT181-1-PN-PVD,Aspect by Waterstone Disposal Flange With Stopper - Polished Nickel PVD,Aspect by Waterstone Disposal Flange With Stopper - Polished Nickel PVD,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000759 Waterstone, LLC",BA0000759,"Waterstone, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000759.,,FOUND,UNKNOWN_ITEM_CLASS
ATDSN66ID-MB,"Barclay Kinsley 67"" Acrylic Tub - Matte Black","Barclay Kinsley 67"" Acrylic Tub - Matte Black",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000708.,,FOUND,UNKNOWN_ITEM_CLASS
ATOVN61ID-MB,"Barclay Porter 61"" Acrylic Tub - Matte Black","Barclay Porter 61"" Acrylic Tub - Matte Black",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000708.,,FOUND,UNKNOWN_ITEM_CLASS
BFXWHBB,Butler Flex Max Steam Shower Control Package With TempoFlex Control And Steamhead - White / Brushed Bronze,Butler Flex Max Steam Shower Control Package With TempoFlex Control And Steamhead - White / Brushed Bronze,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,UNKNOWN_ITEM_CLASS
BHS010-18VTB,Waterworks Bond Handshower On Bar - Vintage Brass,Waterworks Bond Handshower On Bar - Vintage Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
BKM120-18BB,Waterworks Bond One Hole Gooseneck Integrated Pull Spray Kitchen Faucet With Straight Lever Handle - Burnished Brass,Waterworks Bond One Hole Gooseneck Integrated Pull Spray Kitchen Faucet With Straight Lever Handle - Burnished Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
BLUES BID1FS,BLUES_BID1FS,BLUES_BID1FS,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
BLUES WCS,Blues Wall Hung Water Closet Pan,Blues Wall Hung Water Closet Pan,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
BNWL08-VTB,"Waterworks Bond 8"" Wall Mounted 45 Degree Shower Arm With Flange - Vintage Brass","Waterworks Bond 8"" Wall Mounted 45 Degree Shower Arm With Flange - Vintage Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
BRH001-VTB,Waterworks Bond Robe Hook - Vintage Brass,Waterworks Bond Robe Hook - Vintage Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
BRH0G2-DN,Waterworks Bond Double Sided Glass Mounted Hook - Dark Nickel,Waterworks Bond Double Sided Glass Mounted Hook - Dark Nickel,PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
BRH-SSQB,Pfister Soft Square Robe Hook - Matte Black,Pfister Soft Square Robe Hook - Matte Black,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=4,SKIP_QTY_ON_HAND,BA0015641 Pfister,BA0015641,Pfister,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015641.,,FOUND,SKIP_QTY_ON_HAND
BS-65.15-ANF,"California Faucets Contemporary Self Cleaning Jet Body Spray, Round Base - Antique Nickel Flat","California Faucets Contemporary Self Cleaning Jet Body Spray, Round Base - Antique Nickel Flat",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
BT01201-BN,"Brizo 20"" Metal Supply Line - Brushed Nickel","Brizo 20"" Metal Supply Line - Brushed Nickel",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
BT021204-BN,Brizo Odin Straight Supply Stop Valve With Cross Handle - Brushed Nickel,Brizo Odin Straight Supply Stop Valve With Cross Handle - Brushed Nickel,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
BT022204-BN,Brizo Odin Angled Supply Stop Valve With Cross Handle - Brushed Nickel,Brizo Odin Angled Supply Stop Valve With Cross Handle - Brushed Nickel,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
BTH230-VTB,Waterworks Bond Round Thermostatic Control Valve Trim With Knob Handle - Vintage Brass,Waterworks Bond Round Thermostatic Control Valve Trim With Knob Handle - Vintage Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
BVC130-VTB,Waterworks Bond Volume Control With Knob Handle - Vintage Brass,Waterworks Bond Volume Control With Knob Handle - Vintage Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
C43-66MT,Calma Bathtub - Marquina Taupe Marble,Calma Bathtub - Marquina Taupe Marble,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000736,Lacava LLC,MEDIUM,brand-token BATHTUB suggests BA0000736 in 5/5 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
C52DCL,Milano Vessel - Desert Cream Limestone,Milano Vessel - Desert Cream Limestone,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
C92-42CA,Stone Forest Renaissance Console Top - Carrara Marble,Stone Forest Renaissance Console Top - Carrara Marble,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000751 Stone Forest,BA0000751,Stone Forest,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000751.,,FOUND,UNKNOWN_ITEM_CLASS
CB03,Rohl Cutting Board For Undermount Workstation Sinks,Rohl Cutting Board For Undermount Workstation Sinks,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000007 Rohl, LLC",BA0000007,"Rohl, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000007.,,FOUND,UNKNOWN_ITEM_CLASS
CNCH06-N,"Waterworks Henry Chronos 6"" Ceiling Mounted Shower Arm With Flange - Nickel","Waterworks Henry Chronos 6"" Ceiling Mounted Shower Arm With Flange - Nickel",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=2,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
CNHW88-N,"Waterworks Henry Chronos 8"" Back-To-Back Shower Door Pull - Nickel","Waterworks Henry Chronos 8"" Back-To-Back Shower Door Pull - Nickel",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
CYLV20-WHII,"Waterworks Clara Undermount Rectangular Vitreous China Lavatory Sink 20 1/16"" X 14 1/8"" X 8 Single Glazed - White","Waterworks Clara Undermount Rectangular Vitreous China Lavatory Sink 20 1/16"" X 14 1/8"" X 8 Single Glazed - White",PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=10,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
D830/047,"Phylrich Basic 6 Jet 2-3/4"" Round Shower Head - Antique Brass","Phylrich Basic 6 Jet 2-3/4"" Round Shower Head - Antique Brass",PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
DB40/008,Phylrich Basic Towel Ring - Architectural Bronze,Phylrich Basic Towel Ring - Architectural Bronze,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
DB55/008,Phylrich Basic Single Post Paper Holder - Architectural Bronze,Phylrich Basic Single Post Paper Holder - Architectural Bronze,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
D-E4-37-ANF,California Faucets San Elijo Deluxe Wall Tub Spout - Antique Nickel Flat,California Faucets San Elijo Deluxe Wall Tub Spout - Antique Nickel Flat,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
DS-5079-AB,Hand Shower Hose For Wall Mount - Antique Brass,Hand Shower Hose For Wall Mount - Antique Brass,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
DSHS10-18B,Waterworks Dash Handshower On Bar - Brass,Waterworks Dash Handshower On Bar - Brass,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
DSHS10-18N,Waterworks Dash Handshower On Bar - Nickel,Waterworks Dash Handshower On Bar - Nickel,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
DSTB01-N,"Waterworks Dash 7 7/8"" Towel Ring - Nickel","Waterworks Dash 7 7/8"" Towel Ring - Nickel",PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=2,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
ELB-TIT2-AB,"Titanium Wall Elbow 1/2"" Npt Female - Antique Brass","Titanium Wall Elbow 1/2"" Npt Female - Antique Brass",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
F902-11BK,"Artos Angled 8"" Shower Arm Round - Matte Black","Artos Angled 8"" Shower Arm Round - Matte Black",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=2,SKIP_QTY_ON_HAND,"BA0013051 Westover, Inc.",BA0013051,"Westover, Inc.",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0013051.,,FOUND,SKIP_QTY_ON_HAND
F903B-66TKBK,Artos Opera Thermostat With 3 Way Diverter And Off Position Linear Trim Kit - Matte Black,Artos Opera Thermostat With 3 Way Diverter And Off Position Linear Trim Kit - Matte Black,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,"BA0013051 Westover, Inc.",BA0013051,"Westover, Inc.",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0013051.,,FOUND,SKIP_QTY_ON_HAND
F907-110TRBK,Artos Harmony Flexible Hose Hand Shower Kit On Pivoting Hook - Matte Black,Artos Harmony Flexible Hose Hand Shower Kit On Pivoting Hook - Matte Black,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,"BA0013051 Westover, Inc.",BA0013051,"Westover, Inc.",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0013051.,,FOUND,SKIP_QTY_ON_HAND
